drug,ID,Mean,Sigma
Mep,47,43.85972140977826,8.535426852278285
Mep,48,51.28819137859058,9.482894931454148
Mep,49,69.0432232457792,8.409959525169322
Mep,50,34.211837831717986,17.95881379603067
Mep,51,52.847930706112116,7.777710409891009
Bup,1,43.21271025922461,8.075741021202141
Bup,2,46.02814798531305,7.244214596567492
Bup,3,4.174623723713129,34.31765818816962
Bup,4,-6.421237309518994,31.14144922186803
Bup,5,15.247032293277195,3.4603957396933485
Bup,6,8.768537325769671,45.665840420721416
Bup,7,-15.201746398976196,23.315046234889188
Bup,8,7.204916758541067,34.65811653604463
Bup,9,-22.234134106528913,8.644641422418339
Bup,10,25.578970474747948,13.917900792502902
Bup,11,19.814259372871252,17.232670812107962
Bup,12,-13.576523177473248,30.97508765565704
Bup,13,30.501974680101544,12.130811736505361
Bup,14,14.813057595869756,8.890462064628304
Bup,15,-15.053761274312436,7.271631526146217
Bup,16,15.769566583824975,21.870222233666173
Bup,17,24.00175332719322,11.135261711979284
Bup,18,37.91743768027995,10.637675160877274
Bup,19,32.062153541895036,14.672180655458117
Bup,20,47.620509673322466,18.350083486737567
Bup,21,40.2888668046155,20.020582594239155
Bup,22,2.9204341919743824,16.088606211672882
Bup,23,39.654133312130064,17.862375205589274
Bup,24,15.24929886444291,3.4963763895711693
Bup,25,67.04381685234357,19.00054112149274
Bup,26,53.08841105315018,7.515221340246432
Bup,27,32.22861280881531,57.71597943358171
Bup,28,20.07735491815311,5.604280072862099
Bup,29,70.3711432167223,19.40598135231682
Bup,30,65.95496187316101,19.40587623492783
Bup,31,60.01309256376733,11.345369954848028
Bup,32,78.1394994993788,4.320363536020646
Bup,33,59.83918219541583,14.519540049186666
Bup,34,64.08541840151894,3.2954674309681162
Bup,35,7.370535535330486,16.22319229273662
Bup,36,35.333853614488014,9.291752857023614
Bup,37,-4.705503910208928,67.93370087333892
Bup,38,16.73328448904047,4.29764867508028
Bup,39,3.2596827577809746,3.5051099756596074
Bup,40,22.865164065463485,10.155090791353029
Bup,41,38.45959429852208,11.014764827427621
Bup,42,66.79746756792859,18.370251321498735
Bup,43,25.781072400390695,11.230566623390892
Bup,44,49.877663070062475,18.86150364518394
Bup,45,23.05633750149268,20.64255942883755
Bup,46,42.84653774469733,12.620864302790654
Bup,47,37.7011200124984,9.162273099443427
Bup,48,44.98977973205214,6.125858396014397
Bup,49,44.698569412927384,11.41748458029577
Bup,50,6.6447461644583274,4.5901587698172035
Bup,51,45.007960939905246,18.816897820248638
